category,subcategory,tags,attribute,attribute_description,tablename,geography,region,vintage,source,vartype,last_updated,notes
key,key,"economic, income, household, poverty",tract_fips,"FIPS code for census tract",household_income,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",CHAR(6),2021-03-23,
key,key,"economic, income, household, poverty",race,"Race and/or ethnicity",household_income,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",VARCHAR(20),2021-03-23,
key,key,"economic, income, household, poverty",year,Year,household_income,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",SMALLINT(4),2021-03-23,
economic,income,"economic, income, household, poverty",median_household_inc,"Median household income in the last 12 months (within given subgroup and the given year's inflation-adjusted dollars)",household_income,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",INT,2021-03-23,
key,key,"population, demographics",state_fips,"FIPS code for state",population,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",CHAR(2),2021-03-23,
key,key,"population, demographics",county_fips,"FIPS code for county",population,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",CHAR(3),2021-03-23,
key,key,"population, demographics",tract_fips,"FIPS code for census tract",population,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",CHAR(6),2021-03-23,
key,key,"population, demographics",race,"Race and/or ethnicity",population,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",VARCHAR(20),2021-03-23,
key,key,"population, demographics",gender,Gender,population,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",VARCHAR(3),2021-03-23,
key,key,"population, demographics",age,Age,population,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",VARCHAR(8),2021-03-23,
key,key,"population, demographics",year,Year,population,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",SMALLINT(4),2021-03-23,
population,demographics,"population, demographics",pop_ct,"Total population (within given subgroup)",population,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",INT,2021-03-23,
key,key,"economic, poverty, federal poverty level, fpl, mobility",state_fips,"FIPS code for state",poverty_geographic_mobility,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",CHAR(2),2021-03-23,
key,key,"economic, poverty, federal poverty level, fpl, mobility",county_fips,"FIPS code for county",poverty_geographic_mobility,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",CHAR(3),2021-03-23,
key,key,"economic, poverty, federal poverty level, fpl, mobility",tract_fips,"FIPS code for census tract",poverty_geographic_mobility,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",CHAR(6),2021-03-23,
key,key,"economic, poverty, federal poverty level, fpl, mobility",year,Year,poverty_geographic_mobility,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",SMALLINT(4),2021-03-23,
economic,poverty,"economic, poverty, federal poverty level, fpl, mobility",lt_fpl_ct,"Count of population for whom poverty status is determined below the federal poverty level",poverty_geographic_mobility,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",INT,2021-03-23,
economic,poverty,"economic, poverty, federal poverty level, fpl, mobility",lt_150fpl_ct,"Count of population for whom poverty status is determined below 150% of federal poverty level",poverty_geographic_mobility,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",INT,2021-03-23,
economic,poverty,"economic, poverty, federal poverty level, fpl, mobility",not_moved_ct,"Count of population in same house 1 year ago for whom poverty status is determined",poverty_geographic_mobility,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",INT,2021-03-23,
economic,poverty,"economic, poverty, federal poverty level, fpl, mobility",lt_fpl_not_moved_ct,"Count of population in same house 1 year ago for whom poverty status is determined below federal poverty level",poverty_geographic_mobility,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",INT,2021-03-23,
economic,poverty,"economic, poverty, federal poverty level, fpl, mobility",lt_150fpl_not_moved_ct,"Count of population in same house 1 year ago for whom poverty status is determined below 150% of federal poverty level",poverty_geographic_mobility,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",INT,2021-03-23,
economic,poverty,"economic, poverty, federal poverty level, fpl, mobility",moved_within_county_ct,"Count of population who moved within same county for whom poverty status is determined",poverty_geographic_mobility,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",INT,2021-03-23,
economic,poverty,"economic, poverty, federal poverty level, fpl, mobility",lt_fpl_moved_within_county_ct,"Count of population who moved within same county for whom poverty status is determined below federal poverty level",poverty_geographic_mobility,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",INT,2021-03-23,
economic,poverty,"economic, poverty, federal poverty level, fpl, mobility",lt_150fpl_moved_within_county_ct,"Count of population who moved within same county for whom poverty status is determined below 150% of federal poverty level",poverty_geographic_mobility,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",INT,2021-03-23,
economic,poverty,"economic, poverty, federal poverty level, fpl, mobility",moved_from_outside_county_ct,"Count of population who moved from outside county for whom poverty status is determined",poverty_geographic_mobility,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",INT,2021-03-23,
economic,poverty,"economic, poverty, federal poverty level, fpl, mobility",lt_fpl_moved_from_outside_county_ct,"Count of population who moved from outside county for whom poverty status is determined below federal poverty level",poverty_geographic_mobility,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",INT,2021-03-23,
economic,poverty,"economic, poverty, federal poverty level, fpl, mobility",lt_150fpl_moved_from_outside_county_ct,"Count of population who moved from outside county for whom poverty status is determined below 150% of federal poverty level",poverty_geographic_mobility,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",INT,2021-03-23,
key,key,"assistance, request, 211, United Way, rent, mortgage, COVID, shelter",state_fips,"FIPS code for state",assistance_request_nc211,county,"Cape Fear","2013 - 2021","NC 211, United Way NC",CHAR(2),2021-03-24,
key,key,"assistance, request, 211, United Way, rent, mortgage, COVID, shelter",county_fips,"FIPS code for county",assistance_request_nc211,county,"Cape Fear","2013 - 2021","NC 211, United Way NC",CHAR(3),2021-03-24,
assistance,"assistance request","assistance, request, 211, United Way, rent, mortgage, COVID, shelter",request211_county_id,"County ID from NC211 system",assistance_request_nc211,county,"Cape Fear","2013 - 2021","NC 211, United Way NC",VARCHAR(3),2021-03-24,
assistance,"assistance request","assistance, request, 211, United Way, rent, mortgage, COVID, shelter",request211_date,"Date request was logged by NC211 system",assistance_request_nc211,county,"Cape Fear","2013 - 2021","NC 211, United Way NC",DATE,2021-03-24,
assistance,"assistance request","assistance, request, 211, United Way, rent, mortgage, COVID, shelter",request211_category,"Category of request",assistance_request_nc211,county,"Cape Fear","2013 - 2021","NC 211, United Way NC",VARCHAR(30),2021-03-24,
assistance,"assistance request","assistance, request, 211, United Way, rent, mortgage, COVID, shelter",request211_subcategory,"Subcategory of request",assistance_request_nc211,county,"Cape Fear","2013 - 2021","NC 211, United Way NC",VARCHAR(40),2021-03-24,
assistance,"assistance request","assistance, request, 211, United Way, rent, mortgage, COVID, shelter",request211_ct,"Count of requests in category/subcategory/date/county",assistance_request_nc211,county,"Cape Fear","2013 - 2021","NC 211, United Way NC",SMALLINT,2021-03-24,
key,key,"transportation, vehicle, access, cars, mobility",state_fips,"FIPS code for state",vehicle_access,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",CHAR(2),2021-03-24,
key,key,"transportation, vehicle, access, cars, mobility",county_fips,"FIPS code for county",vehicle_access,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",CHAR(3),2021-03-24,
key,key,"transportation, vehicle, access, cars, mobility",tract_fips,"FIPS code for census tract",vehicle_access,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",CHAR(6),2021-03-24,
key,key,"transportation, vehicle, access, cars, mobility",year,Year,vehicle_access,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",SMALLINT(4),2021-03-24,
transportation,"vehicle access","transportation, vehicle, access, cars, mobility",tot_hhold_ct,"Total count of households",vehicle_access,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",INT,2021-03-24,
transportation,"vehicle access","transportation, vehicle, access, cars, mobility",novehicle_hhold_ct,"Count of households with no vehicle available",vehicle_access,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",INT,2021-03-24,
transportation,"vehicle access","transportation, vehicle, access, cars, mobility",one_vehicle_hhold_ct,"Count of households with 1 vehicle available",vehicle_access,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",INT,2021-03-24,
transportation,"vehicle access","transportation, vehicle, access, cars, mobility",gt_one_vehicle_hhold_ct,"Count of households with 2 or more vehicles available",vehicle_access,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables",INT,2021-03-24,
transportation,"vehicle access","transportation, vehicle, access, cars, mobility",novehicle_pct_hhold,"Percentage of households with no vehicle available",vehicle_access,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Detail Tables","DECIMAL(4,3)",2021-03-24,
